t,x0,y0,px0,py0,x1,y1,px1,py1,x2,y2,px2,py2
22.9,-1.07327,0.0685915,0.124306,0.468254,0.35119,0.282289,-1.06993,-0.580702,0.722083,-0.350881,0.945623,0.112449
22.91,-1.07199,0.0732743,0.131966,0.468293,0.340514,0.276399,-1.06521,-0.597162,0.731478,-0.349673,0.933245,0.128869
22.92,-1.07063,0.0779574,0.139694,0.468319,0.329886,0.270346,-1.06027,-0.613145,0.740748,-0.348303,0.920573,0.144826
22.93,-1.0692,0.0826407,0.147495,0.46833,0.319309,0.264136,-1.05513,-0.628644,0.749889,-0.346776,0.907631,0.160313
22.94,-1.06768,0.087324,0.155371,0.468324,0.308784,0.257773,-1.04982,-0.643649,0.7589,-0.345097,0.894445,0.175324
22.95,-1.06609,0.0920072,0.163327,0.468299,0.298312,0.251263,-1.04437,-0.658154,0.767778,-0.34327,0.88104,0.189855
22.96,-1.06442,0.09669,0.171367,0.468251,0.287896,0.24461,-1.03881,-0.672155,0.776521,-0.3413,0.86744,0.203904
22.97,-1.06266,0.101372,0.179495,0.468179,0.277536,0.23782,-1.03316,-0.685649,0.785127,-0.339192,0.85367,0.217469
22.98,-1.06083,0.106054,0.187714,0.46808,0.267233,0.230897,-1.02747,-0.698632,0.793594,-0.33695,0.839752,0.230552
22.99,-1.05891,0.110734,0.196027,0.467951,0.256987,0.223847,-1.02174,-0.711105,0.801922,-0.334581,0.825709,0.243154
23,-1.05691,0.115413,0.20444,0.467789,0.246798,0.216675,-1.016,-0.723068,0.810109,-0.332087,0.811564,0.255279
23.01,-1.05482,0.12009,0.212955,0.46759,0.236667,0.209386,-1.01029,-0.734522,0.818153,-0.329475,0.797337,0.266931
23.02,-1.05265,0.124764,0.221576,0.467352,0.226592,0.201984,-1.00463,-0.74547,0.826055,-0.326749,0.783049,0.278118
23.03,-1.05039,0.129437,0.230307,0.46707,0.216574,0.194476,-0.999026,-0.755914,0.833814,-0.323913,0.768719,0.288844
23.04,-1.04804,0.134106,0.239152,0.466741,0.206612,0.186866,-0.993517,-0.76586,0.84143,-0.320972,0.754365,0.299119
23.05,-1.04561,0.138771,0.248114,0.466361,0.196704,0.179159,-0.988119,-0.775311,0.848902,-0.31793,0.740004,0.308949
23.06,-1.04308,0.143433,0.257197,0.465926,0.186849,0.17136,-0.982851,-0.784271,0.85623,-0.314793,0.725654,0.318346
23.07,-1.04046,0.14809,0.266405,0.46543,0.177047,0.163474,-0.977733,-0.792748,0.863415,-0.311563,0.711328,0.327317
23.08,-1.03775,0.152742,0.275741,0.46487,0.167295,0.155505,-0.972783,-0.800745,0.870456,-0.308247,0.697042,0.335874
23.09,-1.03495,0.157387,0.285208,0.464241,0.157591,0.147459,-0.968018,-0.808269,0.877355,-0.304846,0.68281,0.344028
23.1,-1.03205,0.162026,0.29481,0.463537,0.147934,0.139339,-0.963453,-0.815326,0.884113,-0.301366,0.668643,0.351789
23.11,-1.02905,0.166658,0.30455,0.462753,0.138322,0.131152,-0.959103,-0.821922,0.890728,-0.29781,0.654553,0.359169
23.12,-1.02596,0.171282,0.314432,0.461884,0.128752,0.122901,-0.954983,-0.828063,0.897204,-0.294183,0.640551,0.366179
23.13,-1.02276,0.175896,0.324459,0.460923,0.119223,0.114591,-0.951105,-0.833754,0.903539,-0.290487,0.626646,0.372831
23.14,-1.01947,0.1805,0.334633,0.459864,0.10973,0.106226,-0.947481,-0.839002,0.909737,-0.286726,0.612848,0.379137
23.15,-1.01607,0.185093,0.344957,0.458702,0.100273,0.0978108,-0.944122,-0.843811,0.915796,-0.282904,0.599164,0.38511
23.16,-1.01257,0.189674,0.355435,0.457428,0.0908478,0.0893497,-0.941038,-0.848188,0.92172,-0.279024,0.585602,0.39076
23.17,-1.00896,0.194242,0.366069,0.456036,0.0814522,0.080847,-0.938238,-0.852136,0.927508,-0.275089,0.572169,0.3961
23.18,-1.00525,0.198795,0.376861,0.454519,0.0720831,0.072307,-0.93573,-0.85566,0.933163,-0.271102,0.558869,0.401141
23.19,-1.00142,0.203332,0.387814,0.452869,0.0627376,0.0637339,-0.933522,-0.858764,0.938686,-0.267066,0.545708,0.405895
23.2,-0.99749,0.207852,0.39893,0.451077,0.0534126,0.0551317,-0.931621,-0.861452,0.944077,-0.262984,0.532691,0.410374
23.21,-0.993445,0.212354,0.41021,0.449137,0.0441052,0.0465048,-0.930031,-0.863726,0.94934,-0.258858,0.519821,0.414589
23.22,-0.989286,0.216835,0.421657,0.447038,0.034812,0.0378572,-0.928758,-0.86559,0.954474,-0.254692,0.507101,0.418552
23.23,-0.985012,0.221294,0.43327,0.444773,0.02553,0.029193,-0.927805,-0.867045,0.959482,-0.250487,0.494535,0.422272
23.24,-0.98062,0.22573,0.445053,0.442331,0.0162559,0.0205163,-0.927176,-0.868092,0.964364,-0.246247,0.482124,0.425761
23.25,-0.976111,0.230141,0.457004,0.439704,0.00698648,0.0118312,-0.926874,-0.868733,0.969124,-0.241972,0.469869,0.42903
23.26,-0.97148,0.234524,0.469125,0.43688,-0.00228157,0.00314165,-0.926899,-0.868968,0.973762,-0.237666,0.457773,0.432087
23.27,-0.966728,0.238879,0.481416,0.433851,-0.0115515,-0.00554819,-0.927252,-0.868796,0.97828,-0.23333,0.445836,0.434945
23.28,-0.961852,0.243201,0.493876,0.430605,-0.0208266,-0.0142343,-0.927934,-0.868216,0.982679,-0.228967,0.434059,0.437611
23.29,-0.956851,0.247491,0.506504,0.427131,-0.0301102,-0.0229125,-0.928944,-0.867227,0.986961,-0.224578,0.42244,0.440096
23.3,-0.951722,0.251744,0.519298,0.423419,-0.0394055,-0.0315788,-0.930279,-0.865827,0.991127,-0.220165,0.410981,0.442408
23.31,-0.946465,0.255959,0.532258,0.419456,-0.0487158,-0.040229,-0.931937,-0.864012,0.99518,-0.21573,0.39968,0.444556
23.32,-0.941077,0.260133,0.54538,0.415231,-0.0580442,-0.0488591,-0.933916,-0.86178,0.999121,-0.211274,0.388536,0.446549
23.33,-0.935557,0.264264,0.558661,0.410731,-0.0673941,-0.0574646,-0.93621,-0.859127,1.00295,-0.206799,0.377548,0.448395
23.34,-0.929904,0.268348,0.572099,0.405945,-0.0767684,-0.0660416,-0.938814,-0.856048,1.00667,-0.202306,0.366715,0.450103
23.35,-0.924115,0.272383,0.585687,0.40086,-0.0861704,-0.0745856,-0.941723,-0.852538,1.01029,-0.197797,0.356035,0.451678
23.36,-0.91819,0.276365,0.599422,0.395462,-0.0956029,-0.0830923,-0.944929,-0.848592,1.01379,-0.193273,0.345507,0.45313
23.37,-0.912127,0.280292,0.613298,0.389739,-0.105069,-0.0915574,-0.948425,-0.844204,1.0172,-0.188734,0.335127,0.454465
23.38,-0.905924,0.28416,0.627307,0.383678,-0.114571,-0.0999764,-0.952201,-0.839368,1.0205,-0.184183,0.324894,0.455689
23.39,-0.89958,0.287965,0.641443,0.377266,-0.124113,-0.108345,-0.956248,-0.834076,1.02369,-0.179621,0.314805,0.456811
23.4,-0.893095,0.291705,0.655697,0.370489,-0.133696,-0.116658,-0.960555,-0.828323,1.02679,-0.175047,0.304857,0.457834
23.41,-0.886466,0.295375,0.67006,0.363334,-0.143324,-0.124911,-0.965109,-0.822101,1.02979,-0.170464,0.295049,0.458767
23.42,-0.879694,0.298972,0.684522,0.355788,-0.152999,-0.1331,-0.969898,-0.815402,1.03269,-0.165872,0.285376,0.459614
23.43,-0.872776,0.302491,0.69907,0.347839,-0.162722,-0.141219,-0.974907,-0.80822,1.0355,-0.161272,0.275837,0.460381
23.44,-0.865712,0.305929,0.713694,0.339472,-0.172497,-0.149264,-0.980122,-0.800545,1.03821,-0.156664,0.266428,0.461073
23.45,-0.858502,0.30928,0.728379,0.330676,-0.182324,-0.15723,-0.985525,-0.792372,1.04083,-0.15205,0.257145,0.461696
23.46,-0.851145,0.312542,0.743112,0.321438,-0.192207,-0.165112,-0.991098,-0.783693,1.04335,-0.14743,0.247986,0.462254
23.47,-0.84364,0.315709,0.757875,0.311747,-0.202146,-0.172904,-0.996823,-0.7745,1.04579,-0.142805,0.238948,0.462752
23.48,-0.835987,0.318777,0.772654,0.301592,-0.212144,-0.180602,-1.00268,-0.764786,1.04813,-0.138175,0.230026,0.463195
23.49,-0.828187,0.321741,0.787429,0.290961,-0.2222,-0.1882,-1.00865,-0.754547,1.05039,-0.133541,0.221218,0.463585
23.5,-0.820239,0.324596,0.802182,0.279846,-0.232317,-0.195693,-1.0147,-0.743775,1.05256,-0.128903,0.21252,0.463928
23.51,-0.812143,0.327338,0.816893,0.268238,-0.242494,-0.203075,-1.02082,-0.732465,1.05464,-0.124263,0.203929,0.464228
23.52,-0.803901,0.329961,0.83154,0.256128,-0.252733,-0.210342,-1.02698,-0.720615,1.05663,-0.119619,0.19544,0.464487
23.53,-0.795512,0.33246,0.8461,0.24351,-0.263034,-0.217488,-1.03315,-0.708219,1.05855,-0.114973,0.187051,0.464709
23.54,-0.786979,0.334831,0.860551,0.230378,-0.273396,-0.224506,-1.03931,-0.695276,1.06037,-0.110325,0.178757,0.464898
23.55,-0.778301,0.337068,0.874868,0.216729,-0.28382,-0.231393,-1.04542,-0.681785,1.06212,-0.105675,0.170556,0.465057
23.56,-0.769481,0.339166,0.889025,0.20256,-0.294304,-0.238142,-1.05147,-0.667747,1.06379,-0.101024,0.162442,0.465187
23.57,-0.760521,0.341119,0.902996,0.187869,-0.304849,-0.244748,-1.05741,-0.653163,1.06537,-0.0963712,0.154414,0.465294
23.58,-0.751422,0.342923,0.916755,0.172659,-0.315453,-0.251205,-1.06322,-0.638036,1.06687,-0.0917178,0.146466,0.465377
23.59,-0.742186,0.344572,0.930273,0.156931,-0.326114,-0.257509,-1.06887,-0.622373,1.0683,-0.0870636,0.138596,0.465442
23.6,-0.732816,0.346062,0.943523,0.140691,-0.33683,-0.263653,-1.07432,-0.606179,1.06965,-0.0824089,0.130799,0.465488
23.61,-0.723315,0.347386,0.956477,0.123944,-0.3476,-0.269632,-1.07955,-0.589464,1.07092,-0.0777539,0.123071,0.465519
23.62,-0.713687,0.348541,0.969105,0.106701,-0.358421,-0.275442,-1.08451,-0.572239,1.07211,-0.0730985,0.11541,0.465537
23.63,-0.703933,0.34952,0.981379,0.0889729,-0.36929,-0.281077,-1.08919,-0.554517,1.07322,-0.0684431,0.10781,0.465544
23.64,-0.694059,0.35032,0.993271,0.0707726,-0.380205,-0.286532,-1.09354,-0.536313,1.07426,-0.0637877,0.100269,0.46554
23.65,-0.684068,0.350936,1.00475,0.0521165,-0.391161,-0.291803,-1.09754,-0.517646,1.07523,-0.0591323,0.0927827,0.465529
23.66,-0.673964,0.351362,1.0158,0.0330229,-0.402156,-0.296885,-1.10114,-0.498534,1.07612,-0.0544771,0.0853469,0.465511
23.67,-0.663752,0.351596,1.02638,0.0135127,-0.413184,-0.301774,-1.10434,-0.479,1.07694,-0.0498221,0.077958,0.465488
23.68,-0.653436,0.351633,1.03647,-0.00639119,-0.424242,-0.306465,-1.10708,-0.459069,1.07768,-0.0451673,0.0706122,0.46546
23.69,-0.643022,0.351468,1.04605,-0.0266633,-0.435326,-0.310955,-1.10935,-0.438767,1.07835,-0.0405129,0.0633057,0.46543
23.7,-0.632515,0.351099,1.05509,-0.0472759,-0.446429,-0.315241,-1.11112,-0.418122,1.07894,-0.0358587,0.0560347,0.465398
23.71,-0.621921,0.350523,1.06357,-0.0681994,-0.457548,-0.319318,-1.11237,-0.397166,1.07947,-0.0312049,0.0487954,0.465365
23.72,-0.611244,0.349735,1.07148,-0.089402,-0.468677,-0.323184,-1.11307,-0.37593,1.07992,-0.0265514,0.0415839,0.465332
23.73,-0.600491,0.348735,1.0788,-0.11085,-0.479809,-0.326836,-1.1132,-0.354449,1.0803,-0.0218983,0.0343965,0.465299
23.74,-0.589668,0.347518,1.08551,-0.132509,-0.490941,-0.330273,-1.11274,-0.332759,1.08061,-0.0172454,0.0272294,0.465268
23.75,-0.578781,0.346085,1.0916,-0.154341,-0.502064,-0.333492,-1.11168,-0.310897,1.08085,-0.0125929,0.0200786,0.465238
23.76,-0.567836,0.344432,1.09707,-0.17631,-0.513174,-0.336491,-1.11001,-0.2889,1.08101,-0.00794068,0.0129405,0.46521
23.77,-0.556839,0.342558,1.10189,-0.198376,-0.524264,-0.33927,-1.10771,-0.266808,1.0811,-0.00328871,0.00581113,0.465185
23.78,-0.545798,0.340464,1.10609,-0.2205,-0.535328,-0.341827,-1.10477,-0.244661,1.08113,0.00136302,-0.00131327,0.465162
23.79,-0.534718,0.338148,1.10964,-0.242643,-0.54636,-0.344163,-1.1012,-0.222499,1.08108,0.00601453,-0.00843653,0.465141
23.8,-0.523605,0.335611,1.11255,-0.264763,-0.557352,-0.346277,-1.09699,-0.200361,1.08096,0.0106658,-0.0155625,0.465123
23.81,-0.512467,0.332853,1.11484,-0.286821,-0.5683,-0.34817,-1.09214,-0.178287,1.08077,0.015317,-0.0226949,0.465108
23.82,-0.501308,0.329875,1.1165,-0.308778,-0.579195,-0.349843,-1.08666,-0.156316,1.0805,0.019968,-0.0298377,0.465095
23.83,-0.490137,0.326678,1.11754,-0.330595,-0.590033,-0.351296,-1.08055,-0.134488,1.08017,0.0246189,-0.0369947,0.465083
23.84,-0.478958,0.323263,1.11799,-0.352234,-0.600806,-0.352533,-1.07382,-0.112839,1.07976,0.0292697,-0.0441696,0.465073
23.85,-0.467777,0.319633,1.11786,-0.373658,-0.611509,-0.353553,-1.06649,-0.0914067,1.07929,0.0339204,-0.0513664,0.465064
23.86,-0.4566,0.31579,1.11716,-0.394831,-0.622136,-0.354361,-1.05857,-0.0702247,1.07874,0.038571,-0.0585888,0.465056
23.87,-0.445434,0.311736,1.11591,-0.41572,-0.632681,-0.354958,-1.05007,-0.0493265,1.07811,0.0432215,-0.0658406,0.465046
23.88,-0.434282,0.307475,1.11415,-0.436292,-0.643137,-0.355347,-1.04103,-0.0287436,1.07742,0.0478719,-0.0731257,0.465036
23.89,-0.423151,0.30301,1.11189,-0.456518,-0.653501,-0.355533,-1.03145,-0.00850508,1.07665,0.0525222,-0.080448,0.465023
23.9,-0.412044,0.298345,1.10917,-0.476369,-0.663766,-0.355517,-1.02136,0.0113618,1.07581,0.0571724,-0.0878112,0.465007
23.91,-0.400967,0.293483,1.106,-0.495819,-0.673928,-0.355305,-1.01078,0.030832,1.0749,0.0618223,-0.0952192,0.464987
23.92,-0.389924,0.288429,1.10242,-0.514843,-0.683982,-0.354901,-0.999745,0.0498831,1.07391,0.0664721,-0.102676,0.46496
23.93,-0.378919,0.283186,1.09846,-0.533421,-0.693923,-0.354308,-0.988277,0.0684946,1.07284,0.0711215,-0.110185,0.464927
23.94,-0.367955,0.27776,1.09415,-0.551533,-0.703747,-0.353531,-0.976403,0.0866488,1.0717,0.0757706,-0.11775,0.464884
23.95,-0.357036,0.272155,1.08953,-0.569162,-0.713451,-0.352575,-0.964151,0.10433,1.07049,0.0804192,-0.125375,0.464832
23.96,-0.346165,0.266377,1.08461,-0.586292,-0.723031,-0.351444,-0.95155,0.121525,1.0692,0.0850673,-0.133065,0.464767
23.97,-0.335344,0.26043,1.07945,-0.602911,-0.732482,-0.350144,-0.938627,0.138223,1.06783,0.0897146,-0.140821,0.464688
23.98,-0.324576,0.254319,1.07406,-0.619008,-0.741803,-0.34868,-0.925412,0.154416,1.06638,0.094361,-0.14865,0.464592
23.99,-0.313862,0.248049,1.06849,-0.634575,-0.75099,-0.347056,-0.911933,0.170096,1.06485,0.0990064,-0.156554,0.464478
24,-0.303206,0.241627,1.06275,-0.649604,-0.760042,-0.345278,-0.898218,0.18526,1.06325,0.103651,-0.164536,0.464344
24.01,-0.292607,0.235057,1.05689,-0.664091,-0.768955,-0.343351,-0.884293,0.199906,1.06156,0.108293,-0.172602,0.464186
24.02,-0.282068,0.228345,1.05094,-0.678033,-0.777728,-0.34128,-0.870186,0.214031,1.0598,0.112934,-0.180754,0.464002
24.03,-0.271589,0.221497,1.04492,-0.691428,-0.786358,-0.33907,-0.855923,0.227639,1.05795,0.117573,-0.188997,0.46379
24.04,-0.26117,0.214517,1.03886,-0.704276,-0.794846,-0.336727,-0.841529,0.240731,1.05602,0.12221,-0.197334,0.463545
24.05,-0.250811,0.207411,1.0328,-0.716578,-0.803189,-0.334255,-0.827027,0.253312,1.054,0.126844,-0.205768,0.463266
24.06,-0.240514,0.200185,1.02675,-0.728335,-0.811387,-0.331661,-0.812442,0.265387,1.0519,0.131475,-0.214304,0.462949
24.07,-0.230276,0.192845,1.02074,-0.739553,-0.819438,-0.328948,-0.797796,0.276963,1.04971,0.136103,-0.222946,0.462589
24.08,-0.220099,0.185394,1.0148,-0.750234,-0.827342,-0.326121,-0.783109,0.288049,1.04744,0.140727,-0.231696,0.462185
24.09,-0.20998,0.17784,1.00896,-0.760384,-0.8351,-0.323187,-0.768401,0.298653,1.04508,0.145347,-0.240558,0.461731
24.1,-0.19992,0.170187,1.00323,-0.770008,-0.842711,-0.320148,-0.753692,0.308785,1.04263,0.149962,-0.249536,0.461223
24.11,-0.189916,0.16244,0.997632,-0.779114,-0.850174,-0.317011,-0.738999,0.318456,1.04009,0.154571,-0.258634,0.460658
24.12,-0.179967,0.154604,0.992192,-0.787707,-0.85749,-0.313779,-0.724338,0.327676,1.03746,0.159175,-0.267854,0.46003
24.13,-0.170072,0.146686,0.986926,-0.795794,-0.864661,-0.310457,-0.709725,0.336458,1.03473,0.163772,-0.277201,0.459336
24.14,-0.160229,0.138688,0.981851,-0.803383,-0.871685,-0.30705,-0.695174,0.344814,1.03191,0.168362,-0.286677,0.458569
24.15,-0.150435,0.130618,0.976984,-0.810481,-0.878564,-0.303561,-0.680699,0.352756,1.029,0.172943,-0.296285,0.457725
24.16,-0.140689,0.122479,0.97234,-0.817095,-0.885299,-0.299995,-0.66631,0.360297,1.02599,0.177516,-0.30603,0.456798
24.17,-0.130988,0.114276,0.967934,-0.823233,-0.89189,-0.296355,-0.652021,0.367449,1.02288,0.182079,-0.315913,0.455783
24.18,-0.12133,0.106014,0.963778,-0.828901,-0.898339,-0.292646,-0.63784,0.374227,1.01967,0.186632,-0.325938,0.454674
24.19,-0.111713,0.0976979,0.959884,-0.834107,-0.904647,-0.288871,-0.623777,0.380643,1.01636,0.191173,-0.336108,0.453464
24.2,-0.102132,0.089332,0.956264,-0.838858,-0.910815,-0.285033,-0.609839,0.386711,1.01295,0.195701,-0.346424,0.452147
24.21,-0.0925872,0.0809208,0.952926,-0.843159,-0.916844,-0.281137,-0.596035,0.392443,1.00943,0.200216,-0.356891,0.450716
24.22,-0.0830739,0.0724688,0.94988,-0.847017,-0.922736,-0.277184,-0.582371,0.397853,1.00581,0.204715,-0.367509,0.449164
24.23,-0.0735896,0.0639804,0.947134,-0.850437,-0.928491,-0.273179,-0.568852,0.402953,1.00208,0.209199,-0.378281,0.447484
24.24,-0.0641313,0.0554601,0.944694,-0.853424,-0.934113,-0.269125,-0.555484,0.407756,0.998244,0.213665,-0.38921,0.445668
24.25,-0.0546958,0.046912,0.942566,-0.855983,-0.939601,-0.265024,-0.54227,0.412275,0.994297,0.218112,-0.400296,0.443708
24.26,-0.0452799,0.0383404,0.940756,-0.858118,-0.944958,-0.26088,-0.529215,0.416521,0.990238,0.222539,-0.411542,0.441597
24.27,-0.0358806,0.0297496,0.939268,-0.859832,-0.950185,-0.256694,-0.51632,0.420508,0.986066,0.226944,-0.422948,0.439324
24.28,-0.0264946,0.0211438,0.938105,-0.861129,-0.955284,-0.25247,-0.50359,0.424246,0.981779,0.231326,-0.434515,0.436883
24.29,-0.0171185,0.012527,0.937269,-0.86201,-0.960257,-0.248209,-0.491024,0.427748,0.977376,0.235682,-0.446245,0.434262
24.3,-0.0077492,0.00390356,0.936763,-0.862477,-0.965105,-0.243915,-0.478626,0.431023,0.972854,0.240011,-0.458137,0.431454
24.31,0.00161672,-0.00472252,0.936586,-0.862532,-0.96983,-0.239589,-0.466395,0.434084,0.968213,0.244311,-0.470191,0.428448
24.32,0.0109825,-0.0133471,0.93674,-0.862175,-0.974433,-0.235233,-0.454332,0.43694,0.96345,0.24858,-0.482407,0.425234
24.33,0.0203515,-0.021966,0.937222,-0.861405,-0.978916,-0.23085,-0.442437,0.439603,0.958565,0.252816,-0.494785,0.421803
24.34,0.029727,-0.0305752,0.938032,-0.860223,-0.983282,-0.226441,-0.43071,0.442081,0.953555,0.257016,-0.507322,0.418142
24.35,0.0391121,-0.0391705,0.939166,-0.858626,-0.98753,-0.222008,-0.41915,0.444384,0.948418,0.261179,-0.520017,0.414242
24.36,0.0485103,-0.0477477,0.940623,-0.856613,-0.991665,-0.217553,-0.407755,0.446521,0.943154,0.265301,-0.532867,0.410092
24.37,0.0579246,-0.0563027,0.942396,-0.854181,-0.995686,-0.213078,-0.396525,0.448502,0.937761,0.26938,-0.545871,0.405679
24.38,0.0673582,-0.0648313,0.944482,-0.851328,-0.999595,-0.208583,-0.385458,0.450335,0.932237,0.273414,-0.559024,0.400992
24.39,0.0768142,-0.0733293,0.946874,-0.848049,-1.00339,-0.204071,-0.374552,0.452028,0.926581,0.2774,-0.572322,0.39602
24.4,0.0862957,-0.0817923,0.949566,-0.84434,-1.00709,-0.199543,-0.363805,0.453589,0.92079,0.281335,-0.58576,0.39075
24.41,0.0958055,-0.0902161,0.952549,-0.840197,-1.01067,-0.194999,-0.353215,0.455026,0.914865,0.285215,-0.599334,0.385171
24.42,0.105347,-0.0985963,0.955817,-0.835615,-1.01415,-0.190442,-0.342779,0.456346,0.908804,0.289038,-0.613037,0.379269
24.43,0.114922,-0.106928,0.959357,-0.830589,-1.01753,-0.185872,-0.332495,0.457556,0.902605,0.292801,-0.626862,0.373033
24.44,0.124534,-0.115208,0.963161,-0.825112,-1.0208,-0.181291,-0.32236,0.458662,0.896267,0.296499,-0.640801,0.36645
24.45,0.134185,-0.123431,0.967217,-0.81918,-1.02397,-0.176699,-0.312371,0.459672,0.889789,0.30013,-0.654847,0.359508
24.46,0.143878,-0.131592,0.971513,-0.812785,-1.02705,-0.172097,-0.302525,0.460591,0.88317,0.303689,-0.668988,0.352194
24.47,0.153615,-0.139686,0.976033,-0.805921,-1.03002,-0.167487,-0.292818,0.461425,0.876409,0.307174,-0.683215,0.344496
24.48,0.163399,-0.14771,0.980766,-0.798582,-1.0329,-0.162869,-0.283248,0.46218,0.869505,0.310579,-0.697517,0.336402
24.49,0.173231,-0.155658,0.985693,-0.790761,-1.03569,-0.158244,-0.273812,0.46286,0.862458,0.313902,-0.711881,0.327901
24.5,0.183113,-0.163525,0.9908,-0.782453,-1.03838,-0.153612,-0.264505,0.463473,0.855268,0.317137,-0.726295,0.31898
24.51,0.193047,-0.171307,0.996067,-0.77365,-1.04098,-0.148974,-0.255325,0.464021,0.847933,0.320281,-0.740742,0.309629
24.52,0.203034,-0.178998,1.00148,-0.764346,-1.04349,-0.144331,-0.246267,0.46451,0.840453,0.32333,-0.755209,0.299836
24.53,0.213076,-0.186594,1.00701,-0.754537,-1.0459,-0.139684,-0.237329,0.464944,0.832828,0.326278,-0.769679,0.289593
24.54,0.223174,-0.194089,1.01264,-0.744217,-1.04823,-0.135032,-0.228507,0.465328,0.825059,0.329121,-0.784134,0.278889
24.55,0.233329,-0.201478,1.01835,-0.733381,-1.05047,-0.130377,-0.219796,0.465665,0.817146,0.331856,-0.798556,0.267716
24.56,0.243541,-0.208757,1.02412,-0.722025,-1.05263,-0.125719,-0.211194,0.465959,0.809088,0.334476,-0.812925,0.256067
24.57,0.253811,-0.215919,1.02992,-0.710147,-1.0547,-0.121058,-0.202696,0.466214,0.800887,0.336977,-0.827221,0.243934
24.58,0.26414,-0.22296,1.03572,-0.697744,-1.05668,-0.116395,-0.1943,0.466432,0.792544,0.339354,-0.841422,0.231311
24.59,0.274526,-0.229874,1.04151,-0.684814,-1.05858,-0.11173,-0.186,0.466619,0.784059,0.341603,-0.855505,0.218196
24.6,0.28497,-0.236656,1.04724,-0.671359,-1.0604,-0.107063,-0.177793,0.466775,0.775434,0.343718,-0.869448,0.204584
24.61,0.295471,-0.243301,1.0529,-0.657379,-1.06214,-0.102394,-0.169676,0.466905,0.76667,0.345695,-0.883226,0.190473
24.62,0.306028,-0.249803,1.05846,-0.642876,-1.0638,-0.0977244,-0.161645,0.467011,0.757769,0.347528,-0.896815,0.175865
24.63,0.31664,-0.256158,1.06388,-0.627855,-1.06537,-0.0930538,-0.153695,0.467096,0.748733,0.349212,-0.910188,0.160759
24.64,0.327305,-0.262361,1.06914,-0.612322,-1.06687,-0.0883825,-0.145824,0.467161,0.739565,0.350743,-0.92332,0.145161
24.65,0.338023,-0.268405,1.07421,-0.596284,-1.06829,-0.0837106,-0.138027,0.467209,0.730267,0.352115,-0.936184,0.129074
24.66,0.34879,-0.274286,1.07905,-0.57975,-1.06963,-0.0790383,-0.1303,0.467243,0.720842,0.353325,-0.948754,0.112507
24.67,0.359604,-0.28,1.08364,-0.562732,-1.0709,-0.0743658,-0.122639,0.467264,0.711292,0.354366,-0.961004,0.0954675
24.68,0.370462,-0.285541,1.08795,-0.545242,-1.07208,-0.0696931,-0.115042,0.467274,0.701622,0.355234,-0.972906,0.0779681
24.69,0.381363,-0.290905,1.09194,-0.527297,-1.0732,-0.0650203,-0.107503,0.467275,0.691834,0.355925,-0.984434,0.0600217
24.7,0.392301,-0.296087,1.09558,-0.508912,-1.07423,-0.0603476,-0.100019,0.467268,0.681933,0.356434,-0.995562,0.0416441
24.71,0.403274,-0.301083,1.09885,-0.490108,-1.0752,-0.0556749,-0.0925865,0.467255,0.671923,0.356758,-1.00626,0.0228529
24.72,0.414278,-0.305889,1.10172,-0.470905,-1.07609,-0.0510025,-0.0852013,0.467237,0.661808,0.356891,-1.01652,0.00366819
24.73,0.425309,-0.310501,1.10416,-0.451327,-1.0769,-0.0463302,-0.0778598,0.467215,0.651592,0.356831,-1.0263,-0.015888
24.74,0.436361,-0.314915,1.10614,-0.431399,-1.07764,-0.0416582,-0.0705581,0.467191,0.641282,0.356574,-1.03558,-0.0357913
24.75,0.447432,-0.319129,1.10764,-0.411149,-1.07831,-0.0369864,-0.0632923,0.467165,0.630881,0.356115,-1.04435,-0.0560158
24.76,0.458514,-0.323138,1.10864,-0.390605,-1.07891,-0.0323149,-0.0560587,0.467138,0.620395,0.355453,-1.05258,-0.0765332
24.77,0.469604,-0.326941,1.10912,-0.369798,-1.07943,-0.0276436,-0.0488534,0.467112,0.609829,0.354585,-1.06026,-0.0973135
24.78,0.480697,-0.330534,1.10905,-0.34876,-1.07989,-0.0229726,-0.0416727,0.467086,0.599189,0.353507,-1.06738,-0.118325
24.79,0.491785,-0.333916,1.10842,-0.327526,-1.08027,-0.0183019,-0.0345128,0.467061,0.588481,0.352218,-1.07391,-0.139536
24.8,0.502865,-0.337085,1.10721,-0.306128,-1.08058,-0.0136314,-0.0273698,0.467038,0.577711,0.350716,-1.07984,-0.16091
24.81,0.51393,-0.340039,1.10542,-0.284605,-1.08081,-0.00896114,-0.02024,0.467018,0.566885,0.349,-1.08518,-0.182413
24.82,0.524973,-0.342777,1.10303,-0.262991,-1.08098,-0.00429106,-0.0131196,0.467,0.556008,0.347068,-1.08991,-0.204008
24.83,0.53599,-0.345299,1.10004,-0.241325,-1.08108,0.000378856,-0.00600481,0.466984,0.545086,0.34492,-1.09403,-0.225659
24.84,0.546974,-0.347603,1.09643,-0.219643,-1.0811,0.00504862,0.00110816,0.466971,0.534127,0.342555,-1.09754,-0.247328
24.85,0.557919,-0.349692,1.09222,-0.197984,-1.08105,0.00971827,0.0082231,0.46696,0.523135,0.339973,-1.10044,-0.268977
24.86,0.568819,-0.351563,1.08739,-0.176384,-1.08094,0.0143878,0.0153438,0.466953,0.512118,0.337175,-1.10274,-0.290569
