t,x0,y0,px0,py0,x1,y1,px1,py1,x2,y2,px2,py2
13.99,0.811126,0.333553,-0.815191,0.264327,0.241201,-0.198717,1.02665,-0.726672,-1.05233,-0.134835,-0.211455,0.462345
14,0.802901,0.336137,-0.829769,0.252219,0.251498,-0.205927,1.0327,-0.71491,-1.0544,-0.13021,-0.202931,0.462691
14.01,0.794531,0.338597,-0.844263,0.239604,0.261855,-0.213015,1.03877,-0.702602,-1.05639,-0.125582,-0.194507,0.462998
14.02,0.786016,0.340929,-0.858649,0.226476,0.272273,-0.219979,1.04483,-0.689747,-1.05829,-0.12095,-0.18618,0.463271
14.03,0.777358,0.343127,-0.872904,0.212832,0.282752,-0.22681,1.05085,-0.676342,-1.06011,-0.116316,-0.177946,0.46351
14.04,0.768558,0.345185,-0.887001,0.198668,0.29329,-0.233505,1.0568,-0.662389,-1.06185,-0.11168,-0.169802,0.463721
14.05,0.759618,0.3471,-0.900916,0.183983,0.303888,-0.240058,1.06266,-0.647889,-1.06351,-0.107042,-0.161743,0.463905
14.06,0.750539,0.348865,-0.91462,0.168778,0.314543,-0.246463,1.06839,-0.632844,-1.06508,-0.102402,-0.153766,0.464066
14.07,0.741325,0.350475,-0.928088,0.153055,0.325255,-0.252715,1.07396,-0.617261,-1.06658,-0.0977604,-0.145868,0.464206
14.08,0.731978,0.351926,-0.941289,0.136819,0.336022,-0.258808,1.07933,-0.601146,-1.068,-0.0931177,-0.138044,0.464326
14.09,0.722499,0.353212,-0.954197,0.120076,0.346842,-0.264738,1.08449,-0.584507,-1.06934,-0.0884739,-0.130291,0.464431
14.1,0.712894,0.354328,-0.966783,0.102835,0.357712,-0.270499,1.08939,-0.567355,-1.07061,-0.0838291,-0.122605,0.46452
14.11,0.703164,0.355269,-0.979017,0.0851063,0.36863,-0.276085,1.094,-0.549704,-1.07179,-0.0791835,-0.114983,0.464597
14.12,0.693313,0.35603,-0.990872,0.0669037,0.379592,-0.281493,1.09829,-0.531568,-1.07291,-0.0745371,-0.10742,0.464664
14.13,0.683346,0.356607,-1.00232,0.0482427,0.390596,-0.286716,1.10223,-0.512964,-1.07394,-0.0698902,-0.0999123,0.464721
14.14,0.673267,0.356995,-1.01333,0.0291414,0.401637,-0.291752,1.10579,-0.493913,-1.0749,-0.0652427,-0.0924568,0.464771
14.15,0.66308,0.357189,-1.02388,0.00962018,0.412712,-0.296595,1.10893,-0.474435,-1.07579,-0.0605948,-0.0850494,0.464815
14.16,0.652789,0.357187,-1.03395,-0.0102982,0.423815,-0.301241,1.11163,-0.454556,-1.0766,-0.0559464,-0.0776863,0.464854
14.17,0.642401,0.356983,-1.0435,-0.0305887,0.434944,-0.305686,1.11386,-0.434301,-1.07735,-0.0512977,-0.0703637,0.46489
14.18,0.631919,0.356575,-1.05251,-0.0512239,0.446093,-0.309927,1.11559,-0.413699,-1.07801,-0.0466486,-0.0630777,0.464923
14.19,0.621351,0.355959,-1.06098,-0.0721744,0.457256,-0.31396,1.1168,-0.39278,-1.07861,-0.0419992,-0.0558246,0.464954
14.2,0.6107,0.355132,-1.06886,-0.0934086,0.468429,-0.317782,1.11746,-0.371577,-1.07913,-0.0373495,-0.0486005,0.464985
14.21,0.599973,0.354091,-1.07615,-0.114893,0.479605,-0.321391,1.11756,-0.350123,-1.07958,-0.0326995,-0.0414017,0.465017
14.22,0.589177,0.352834,-1.08284,-0.136593,0.49078,-0.324785,1.11707,-0.328455,-1.07996,-0.0280492,-0.0342242,0.465049
14.23,0.578317,0.351359,-1.08891,-0.158472,0.501947,-0.32796,1.11597,-0.30661,-1.08026,-0.0233985,-0.0270643,0.465082
14.24,0.567399,0.349664,-1.09435,-0.180492,0.513099,-0.330917,1.11427,-0.284625,-1.0805,-0.0187476,-0.0199182,0.465117
14.25,0.55643,0.347749,-1.09915,-0.202615,0.524232,-0.333653,1.11193,-0.26254,-1.08066,-0.0140962,-0.0127819,0.465155
14.26,0.545416,0.345612,-1.10331,-0.2248,0.535338,-0.336168,1.10896,-0.240394,-1.08075,-0.00944446,-0.00565179,0.465194
14.27,0.534363,0.343253,-1.10683,-0.247008,0.546411,-0.338461,1.10536,-0.218229,-1.08077,-0.00479231,0.00147609,0.465237
14.28,0.523279,0.340672,-1.10971,-0.269199,0.557445,-0.340532,1.10111,-0.196082,-1.08072,-0.000139729,0.00860553,0.465281
14.29,0.512169,0.337869,-1.11196,-0.291333,0.568433,-0.342382,1.09622,-0.173996,-1.0806,0.00451332,0.0157404,0.465329
14.3,0.50104,0.334845,-1.11358,-0.313369,0.579369,-0.344012,1.09069,-0.152009,-1.08041,0.00916685,0.0228844,0.465379
14.31,0.489898,0.331602,-1.11458,-0.335269,0.590247,-0.345423,1.08454,-0.130161,-1.08014,0.0138209,0.0300416,0.46543
14.32,0.478748,0.32814,-1.11498,-0.356995,0.60106,-0.346615,1.07777,-0.108489,-1.07981,0.0184755,0.0372156,0.465484
14.33,0.467598,0.324462,-1.11479,-0.378509,0.611802,-0.347592,1.07038,-0.08703,-1.0794,0.0231306,0.0444104,0.465539
14.34,0.456452,0.32057,-1.11404,-0.399775,0.622468,-0.348356,1.06241,-0.0658192,-1.07892,0.0277862,0.0516298,0.465594
14.35,0.445317,0.316466,-1.11273,-0.420759,0.633051,-0.348909,1.05385,-0.0448903,-1.07837,0.0324424,0.0588775,0.46565
14.36,0.434198,0.312155,-1.1109,-0.441429,0.643545,-0.349254,1.04474,-0.0242749,-1.07774,0.0370992,0.0661575,0.465704
14.37,0.423099,0.307638,-1.10857,-0.461754,0.653945,-0.349394,1.0351,-0.00400299,-1.07704,0.0417565,0.0734737,0.465757
14.38,0.412026,0.30292,-1.10577,-0.481705,0.664247,-0.349334,1.02494,0.015898,-1.07627,0.0464144,0.0808297,0.465807
14.39,0.400984,0.298004,-1.10252,-0.501256,0.674444,-0.349076,1.01429,0.0354025,-1.07543,0.0510727,0.0882295,0.465854
14.4,0.389976,0.292894,-1.09885,-0.520383,0.684533,-0.348626,1.00317,0.0544876,-1.07451,0.0557314,0.095677,0.465895
14.41,0.379007,0.287596,-1.0948,-0.539062,0.694508,-0.347987,0.991622,0.0731324,-1.07351,0.0603906,0.103176,0.46593
14.42,0.36808,0.282113,-1.09039,-0.557276,0.704365,-0.347163,0.979662,0.0913188,-1.07245,0.06505,0.11073,0.465957
14.43,0.357199,0.276451,-1.08566,-0.575005,0.714101,-0.34616,0.967321,0.109031,-1.0713,0.0697097,0.118343,0.465974
14.44,0.346367,0.270613,-1.08065,-0.592235,0.723711,-0.344983,0.954626,0.126255,-1.07008,0.0743695,0.12602,0.465981
14.45,0.335586,0.264606,-1.07537,-0.608953,0.733193,-0.343635,0.941608,0.142979,-1.06878,0.0790293,0.133763,0.465974
14.46,0.324859,0.258434,-1.06987,-0.625148,0.742544,-0.342123,0.928294,0.159196,-1.0674,0.083689,0.141576,0.465952
14.47,0.314189,0.252103,-1.06418,-0.64081,0.751759,-0.340451,0.914713,0.174898,-1.06595,0.0883484,0.149464,0.465912
14.48,0.303576,0.245618,-1.05832,-0.655934,0.760838,-0.338625,0.900894,0.19008,-1.06441,0.0930072,0.157431,0.465854
14.49,0.293022,0.238984,-1.05234,-0.670513,0.769777,-0.33665,0.886863,0.204741,-1.0628,0.0976654,0.165479,0.465773
14.5,0.282529,0.232208,-1.04626,-0.684546,0.778575,-0.33453,0.872648,0.218878,-1.0611,0.102323,0.173613,0.465667
14.51,0.272097,0.225293,-1.04011,-0.698029,0.78723,-0.332272,0.858275,0.232494,-1.05933,0.106979,0.181837,0.465535
14.52,0.261727,0.218247,-1.03392,-0.710962,0.795741,-0.32988,0.84377,0.245591,-1.05747,0.111633,0.190154,0.465372
14.53,0.251418,0.211074,-1.02773,-0.723348,0.804105,-0.32736,0.829158,0.258173,-1.05552,0.116286,0.198568,0.465175
14.54,0.241172,0.20378,-1.02154,-0.735188,0.812324,-0.324717,0.81446,0.270245,-1.0535,0.120937,0.207083,0.464943
14.55,0.230988,0.19637,-1.0154,-0.746485,0.820395,-0.321955,0.799701,0.281816,-1.05138,0.125585,0.215703,0.46467
14.56,0.220864,0.18885,-1.00933,-0.757244,0.828318,-0.319081,0.784902,0.292891,-1.04918,0.13023,0.22443,0.464353
14.57,0.210801,0.181225,-1.00335,-0.767471,0.836093,-0.316098,0.770082,0.303481,-1.04689,0.134872,0.23327,0.463989
14.58,0.200797,0.173501,-0.997485,-0.77717,0.843719,-0.313011,0.755261,0.313596,-1.04452,0.13951,0.242224,0.463574
14.59,0.190851,0.165682,-0.991754,-0.786348,0.851198,-0.309826,0.740456,0.323246,-1.04205,0.144144,0.251298,0.463102
14.6,0.180962,0.157774,-0.986178,-0.795013,0.858529,-0.306546,0.725685,0.332442,-1.03949,0.148772,0.260494,0.462571
14.61,0.171128,0.149782,-0.980777,-0.80317,0.865712,-0.303177,0.710962,0.341195,-1.03684,0.153395,0.269815,0.461975
14.62,0.161346,0.141711,-0.975569,-0.810829,0.872748,-0.299722,0.696303,0.34952,-1.03409,0.158012,0.279265,0.461309
14.63,0.151616,0.133565,-0.970569,-0.817995,0.879638,-0.296186,0.681721,0.357427,-1.03125,0.162621,0.288848,0.460568
14.64,0.141935,0.125351,-0.965794,-0.824678,0.886382,-0.292574,0.667228,0.36493,-1.02832,0.167223,0.298566,0.459747
14.65,0.1323,0.117072,-0.961258,-0.830883,0.892982,-0.288888,0.652835,0.372043,-1.02528,0.171816,0.308423,0.45884
14.66,0.12271,0.108733,-0.956974,-0.836619,0.899439,-0.285133,0.638552,0.378777,-1.02215,0.1764,0.318421,0.457842
14.67,0.113161,0.100339,-0.952953,-0.841893,0.905753,-0.281312,0.624389,0.385147,-1.01891,0.180973,0.328564,0.456746
14.68,0.103651,0.0918951,-0.949208,-0.846711,0.911927,-0.27743,0.610354,0.391166,-1.01558,0.185535,0.338854,0.455545
14.69,0.0941768,0.083405,-0.945748,-0.851081,0.91796,-0.273489,0.596454,0.396847,-1.01214,0.190084,0.349293,0.454234
14.7,0.0847359,0.0748735,-0.942581,-0.855008,0.923856,-0.269493,0.582697,0.402204,-1.00859,0.194619,0.359885,0.452805
14.71,0.0753252,0.0663048,-0.939717,-0.858499,0.929614,-0.265445,0.569087,0.407249,-1.00494,0.19914,0.37063,0.45125
14.72,0.0659416,0.0577035,-0.937162,-0.861558,0.935238,-0.261348,0.555629,0.411995,-1.00118,0.203644,0.381532,0.449563
14.73,0.0565819,0.0490737,-0.934921,-0.864191,0.940727,-0.257205,0.542329,0.416454,-0.997309,0.208131,0.392593,0.447736
14.74,0.0472431,0.0404197,-0.933001,-0.866401,0.946084,-0.253019,0.529189,0.42064,-0.993327,0.212599,0.403812,0.44576
14.75,0.0379219,0.0317457,-0.931406,-0.868192,0.951311,-0.248792,0.516213,0.424565,-0.989233,0.217046,0.415193,0.443628
14.76,0.028615,0.0230558,-0.930139,-0.869568,0.956408,-0.244527,0.503402,0.428239,-0.985023,0.221472,0.426737,0.441329
14.77,0.0193191,0.0143543,-0.929203,-0.870532,0.961379,-0.240227,0.49076,0.431675,-0.980698,0.225873,0.438443,0.438856
14.78,0.010031,0.00564518,-0.928599,-0.871084,0.966224,-0.235894,0.478287,0.434885,-0.976255,0.230249,0.450312,0.436199
14.79,0.000747165,-0.00306739,-0.928328,-0.871227,0.970944,-0.23153,0.465983,0.437878,-0.971692,0.234597,0.462345,0.433348
14.8,-0.00853559,-0.0117793,-0.928391,-0.87096,0.975543,-0.227136,0.45385,0.440666,-0.967008,0.238916,0.474541,0.430294
14.81,-0.0178206,-0.0204866,-0.928786,-0.870285,0.980021,-0.222716,0.441887,0.443259,-0.962201,0.243203,0.486899,0.427026
14.82,-0.0271113,-0.0291851,-0.929513,-0.869201,0.984381,-0.218271,0.430094,0.445667,-0.95727,0.247456,0.499419,0.423534
14.83,-0.0364109,-0.0378706,-0.930569,-0.867706,0.988623,-0.213803,0.41847,0.447899,-0.952212,0.251674,0.512099,0.419806
14.84,-0.0457227,-0.0465392,-0.93195,-0.865798,0.99275,-0.209313,0.407014,0.449966,-0.947028,0.255852,0.524936,0.415833
14.85,-0.0550499,-0.0551866,-0.933653,-0.863477,0.996764,-0.204804,0.395725,0.451875,-0.941714,0.25999,0.537928,0.411602
14.86,-0.0643958,-0.0638087,-0.935673,-0.860737,1.00066,-0.200276,0.384601,0.453635,-0.936269,0.264084,0.551072,0.407102
14.87,-0.0737634,-0.0724013,-0.938004,-0.857577,1.00446,-0.195731,0.37364,0.455255,-0.930692,0.268132,0.564364,0.402321
14.88,-0.0831558,-0.0809602,-0.94064,-0.853991,1.00814,-0.191171,0.362841,0.456743,-0.924982,0.272131,0.577799,0.397248
14.89,-0.0925762,-0.0894812,-0.943573,-0.849976,1.01171,-0.186596,0.3522,0.458106,-0.919136,0.276077,0.591373,0.39187
14.9,-0.102027,-0.0979598,-0.946794,-0.845527,1.01518,-0.182009,0.341715,0.459352,-0.913154,0.279968,0.605079,0.386175
14.91,-0.111512,-0.106392,-0.950296,-0.840639,1.01855,-0.177409,0.331384,0.460488,-0.907035,0.283801,0.618911,0.380151
14.92,-0.121033,-0.114773,-0.954066,-0.835305,1.02181,-0.172799,0.321204,0.461521,-0.900776,0.287571,0.632862,0.373784
14.93,-0.130593,-0.123098,-0.958094,-0.82952,1.02497,-0.168179,0.311171,0.462456,-0.894377,0.291276,0.646923,0.367064
14.94,-0.140195,-0.131363,-0.962369,-0.823278,1.02803,-0.16355,0.301284,0.463301,-0.887838,0.294913,0.661085,0.359977
14.95,-0.149841,-0.139563,-0.966875,-0.816573,1.031,-0.158913,0.291538,0.464061,-0.881156,0.298476,0.675338,0.352512
14.96,-0.159533,-0.147694,-0.971601,-0.809397,1.03386,-0.154268,0.28193,0.464742,-0.874331,0.301963,0.689671,0.344655
14.97,-0.169273,-0.155751,-0.976529,-0.801745,1.03664,-0.149618,0.272457,0.465349,-0.867362,0.305369,0.704072,0.336396
14.98,-0.179063,-0.163729,-0.981644,-0.793609,1.03931,-0.144961,0.263116,0.465887,-0.860249,0.308691,0.718528,0.327722
14.99,-0.188906,-0.171623,-0.986929,-0.784985,1.0419,-0.1403,0.253902,0.466361,-0.852992,0.311924,0.733026,0.318623
15,-0.198802,-0.179429,-0.992364,-0.775864,1.04439,-0.135634,0.244814,0.466777,-0.845589,0.315063,0.74755,0.309088
15.01,-0.208753,-0.187141,-0.99793,-0.766243,1.04679,-0.130964,0.235845,0.467137,-0.838041,0.318105,0.762085,0.299106
15.02,-0.21876,-0.194754,-1.00361,-0.756115,1.04911,-0.126291,0.226994,0.467447,-0.830347,0.321045,0.776612,0.288667
15.03,-0.228825,-0.202263,-1.00937,-0.745475,1.05133,-0.121616,0.218257,0.467711,-0.822509,0.323879,0.791115,0.277764
15.04,-0.238948,-0.209663,-1.0152,-0.73432,1.05347,-0.116937,0.209629,0.467932,-0.814525,0.326601,0.805574,0.266388
15.05,-0.249129,-0.216949,-1.02108,-0.722645,1.05553,-0.112257,0.201107,0.468114,-0.806397,0.329206,0.81997,0.254531
15.06,-0.259369,-0.224116,-1.02697,-0.710449,1.05749,-0.107575,0.192687,0.46826,-0.798126,0.331691,0.834279,0.242189
15.07,-0.269668,-0.231158,-1.03285,-0.697729,1.05938,-0.102892,0.184366,0.468374,-0.789711,0.33405,0.848482,0.229355
15.08,-0.280026,-0.238071,-1.03869,-0.684486,1.06118,-0.0982075,0.176139,0.468459,-0.781156,0.336278,0.862555,0.216027
15.09,-0.290442,-0.244848,-1.04448,-0.670719,1.0629,-0.0935225,0.168003,0.468517,-0.77246,0.338371,0.876474,0.202203
15.1,-0.300916,-0.251485,-1.05017,-0.656432,1.06454,-0.0888371,0.159954,0.468551,-0.763626,0.340322,0.890214,0.187881
15.11,-0.311446,-0.257977,-1.05574,-0.641626,1.0661,-0.0841515,0.151988,0.468563,-0.754656,0.342128,0.903751,0.173063
15.12,-0.322031,-0.264318,-1.06116,-0.626309,1.06758,-0.0794659,0.144101,0.468557,-0.745551,0.343784,0.917059,0.157751
15.13,-0.332669,-0.270503,-1.0664,-0.610485,1.06898,-0.0747804,0.13629,0.468534,-0.736315,0.345283,0.930111,0.141951
15.14,-0.343359,-0.276527,-1.07143,-0.594164,1.07031,-0.0700952,0.12855,0.468497,-0.726949,0.346623,0.942882,0.125667
15.15,-0.354098,-0.282386,-1.07622,-0.577357,1.07155,-0.0654104,0.120877,0.468447,-0.717457,0.347797,0.955344,0.10891
15.16,-0.364883,-0.288075,-1.08074,-0.560075,1.07273,-0.0607262,0.113269,0.468386,-0.707842,0.348801,0.967472,0.0916885
15.17,-0.375712,-0.293588,-1.08496,-0.542333,1.07382,-0.0560427,0.105721,0.468317,-0.698108,0.34963,0.979239,0.074016
15.18,-0.386582,-0.298921,-1.08885,-0.524146,1.07484,-0.0513599,0.0982283,0.468239,-0.688258,0.350281,0.990618,0.055907
15.19,-0.397489,-0.304071,-1.09237,-0.505534,1.07578,-0.0466779,0.0907884,0.468156,-0.678295,0.350749,1.00159,0.0373784
15.2,-0.40843,-0.309032,-1.09551,-0.486517,1.07666,-0.0419968,0.0833971,0.468068,-0.668226,0.351029,1.01212,0.0184491
15.21,-0.4194,-0.313801,-1.09823,-0.467116,1.07745,-0.0373166,0.0760504,0.467976,-0.658053,0.351118,1.02218,-0.000859592
15.22,-0.430394,-0.318374,-1.10051,-0.447357,1.07818,-0.0326373,0.0687446,0.467882,-0.647782,0.351012,1.03177,-0.0205245
15.23,-0.44141,-0.322748,-1.10233,-0.427266,1.07883,-0.0279589,0.0614759,0.467786,-0.637418,0.350707,1.04085,-0.0405204
15.24,-0.452441,-0.32692,-1.10365,-0.40687,1.07941,-0.0232815,0.0542405,0.46769,-0.626965,0.350201,1.04941,-0.06082
15.25,-0.463483,-0.330886,-1.10445,-0.386199,1.07991,-0.0186051,0.0470345,0.467594,-0.61643,0.349491,1.05742,-0.0813944
15.26,-0.47453,-0.334644,-1.10473,-0.365286,1.08035,-0.0139297,0.0398541,0.467498,-0.605817,0.348573,1.06487,-0.102213
15.27,-0.485577,-0.338191,-1.10445,-0.344161,1.08071,-0.00925516,0.0326957,0.467405,-0.595132,0.347446,1.07176,-0.123243
15.28,-0.496619,-0.341527,-1.10361,-0.322861,1.081,-0.00458158,0.0255553,0.467312,-0.584382,0.346108,1.07805,-0.144452
15.29,-0.50765,-0.344648,-1.10219,-0.301419,1.08122,9.10935e-05,0.0184292,0.467223,-0.573571,0.344557,1.08376,-0.165804
15.3,-0.518663,-0.347555,-1.10018,-0.279872,1.08137,0.00476288,0.0113136,0.467135,-0.562706,0.342792,1.08886,-0.187263
15.31,-0.529653,-0.350246,-1.09756,-0.258256,1.08145,0.00943379,0.0042048,0.46705,-0.551794,0.340812,1.09336,-0.208795
15.32,-0.540614,-0.35272,-1.09435,-0.236608,1.08145,0.0141039,-0.00290106,0.466968,-0.540839,0.338616,1.09725,-0.23036
15.33,-0.55154,-0.354978,-1.09053,-0.214965,1.08139,0.0187732,-0.0100077,0.466888,-0.529849,0.336205,1.10054,-0.251923
15.34,-0.562425,-0.35702,-1.0861,-0.193365,1.08125,0.0234416,-0.0171189,0.466811,-0.518829,0.333578,1.10322,-0.273446
15.35,-0.573262,-0.358845,-1.08106,-0.171844,1.08105,0.0281094,-0.0242385,0.466736,-0.507784,0.330736,1.1053,-0.294892
15.36,-0.584046,-0.360456,-1.07543,-0.150439,1.08077,0.0327764,-0.0313701,0.466663,-0.496723,0.32768,1.1068,-0.316225
15.37,-0.594771,-0.361854,-1.0692,-0.129184,1.08042,0.0374426,-0.0385176,0.466592,-0.485648,0.324412,1.10772,-0.337408
15.38,-0.60543,-0.36304,-1.0624,-0.108114,1.08,0.0421082,-0.0456847,0.466521,-0.474568,0.320932,1.10808,-0.358407
15.39,-0.616018,-0.364016,-1.05502,-0.0872629,1.07951,0.0467731,-0.0528751,0.466451,-0.463487,0.317243,1.10789,-0.379188
15.4,-0.62653,-0.364785,-1.04708,-0.0666618,1.07894,0.0514372,-0.0600926,0.466381,-0.45241,0.313348,1.10717,-0.399719
15.41,-0.63696,-0.36535,-1.03861,-0.0463412,1.0783,0.0561007,-0.067341,0.466309,-0.441343,0.309249,1.10595,-0.419968
15.42,-0.647302,-0.365712,-1.02961,-0.0263295,1.07759,0.0607634,-0.074624,0.466235,-0.430291,0.304949,1.10424,-0.439906
15.43,-0.657552,-0.365876,-1.02012,-0.00665339,1.07681,0.0654254,-0.0819453,0.466158,-0.419259,0.300451,1.10206,-0.459505
15.44,-0.667705,-0.365845,-1.01014,0.0126623,1.07595,0.0700866,-0.0893088,0.466077,-0.40825,0.295759,1.09945,-0.478739
15.45,-0.677755,-0.365623,-0.999709,0.031595,1.07502,0.0747469,-0.096718,0.46599,-0.39727,0.290876,1.09643,-0.497585
15.46,-0.687699,-0.365213,-0.988845,0.050124,1.07402,0.0794064,-0.104177,0.465895,-0.386322,0.285807,1.09302,-0.516019
15.47,-0.697532,-0.364621,-0.977573,0.068231,1.07294,0.0840648,-0.111689,0.465793,-0.375409,0.280556,1.08926,-0.534024
15.48,-0.70725,-0.363849,-0.965918,0.0858995,1.07179,0.0887222,-0.119258,0.46568,-0.364536,0.275127,1.08518,-0.55158
15.49,-0.71685,-0.362903,-0.953907,0.103115,1.07056,0.0933784,-0.126888,0.465555,-0.353706,0.269524,1.0808,-0.568671
15.5,-0.726329,-0.361786,-0.941566,0.119867,1.06925,0.0980333,-0.134582,0.465417,-0.34292,0.263753,1.07615,-0.585284
15.51,-0.735682,-0.360505,-0.928922,0.136144,1.06786,0.102687,-0.142345,0.465263,-0.332183,0.257818,1.07127,-0.601407
15.52,-0.744907,-0.359064,-0.916,0.151938,1.0664,0.107339,-0.150179,0.465091,-0.321495,0.251725,1.06618,-0.617029
15.53,-0.754002,-0.357466,-0.902827,0.167244,1.06486,0.111989,-0.158089,0.464899,-0.310859,0.245478,1.06092,-0.632143
15.54,-0.762964,-0.355719,-0.88943,0.182057,1.06324,0.116637,-0.166079,0.464684,-0.300277,0.239082,1.05551,-0.646742
15.55,-0.77179,-0.353825,-0.875833,0.196376,1.06154,0.121282,-0.174151,0.464444,-0.289749,0.232543,1.04998,-0.66082
15.56,-0.78048,-0.351791,-0.862061,0.210199,1.05976,0.125925,-0.18231,0.464177,-0.279277,0.225866,1.04437,-0.674376
15.57,-0.789032,-0.349621,-0.84814,0.223528,1.05789,0.130566,-0.190559,0.463878,-0.268862,0.219055,1.0387,-0.687406
15.58,-0.797443,-0.347321,-0.834091,0.236365,1.05595,0.135203,-0.198901,0.463546,-0.258503,0.212118,1.03299,-0.699911
15.59,-0.805713,-0.344894,-0.819938,0.248714,1.05392,0.139837,-0.207342,0.463177,-0.248202,0.205057,1.02728,-0.711891
15.6,-0.813842,-0.342346,-0.805703,0.26058,1.0518,0.144467,-0.215883,0.462767,-0.237957,0.19788,1.02159,-0.723347
15.61,-0.821827,-0.339682,-0.791406,0.271969,1.0496,0.149092,-0.224528,0.462313,-0.22777,0.19059,1.01593,-0.734282
15.62,-0.82967,-0.336907,-0.777067,0.282889,1.04731,0.153713,-0.233282,0.461812,-0.217639,0.183194,1.01035,-0.7447
15.63,-0.837369,-0.334025,-0.762706,0.293347,1.04493,0.158328,-0.242146,0.461259,-0.207563,0.175696,1.00485,-0.754605
15.64,-0.844924,-0.33104,-0.748339,0.303352,1.04247,0.162938,-0.251126,0.46065,-0.197542,0.168102,0.999465,-0.764002
15.65,-0.852336,-0.327958,-0.733983,0.312915,1.03991,0.167541,-0.260223,0.459981,-0.187574,0.160416,0.994207,-0.772896
15.66,-0.859604,-0.324782,-0.719655,0.322046,1.03726,0.172138,-0.269442,0.459247,-0.177658,0.152644,0.989098,-0.781293
15.67,-0.866729,-0.321517,-0.705369,0.330755,1.03452,0.176726,-0.278786,0.458443,-0.167792,0.14479,0.984155,-0.789198
15.68,-0.873711,-0.318167,-0.691139,0.339053,1.03169,0.181306,-0.288257,0.457566,-0.157975,0.13686,0.979395,-0.796619
15.69,-0.880551,-0.314736,-0.676977,0.346953,1.02876,0.185878,-0.297858,0.456608,-0.148204,0.128858,0.974835,-0.803561
15.7,-0.887251,-0.311228,-0.662894,0.354466,1.02573,0.190439,-0.307593,0.455565,-0.138478,0.120789,0.970488,-0.810031
15.71,-0.893809,-0.307646,-0.648902,0.361604,1.0226,0.194989,-0.317465,0.454431,-0.128794,0.112657,0.966367,-0.816035
15.72,-0.900229,-0.303995,-0.635011,0.368379,1.01938,0.199527,-0.327476,0.453201,-0.11915,0.104468,0.962487,-0.821579
15.73,-0.90651,-0.300279,-0.621229,0.374804,1.01605,0.204053,-0.337628,0.451867,-0.109544,0.0962259,0.958857,-0.826671
15.74,-0.912653,-0.296499,-0.607564,0.380891,1.01263,0.208565,-0.347924,0.450423,-0.0999733,0.0879348,0.955489,-0.831314
15.75,-0.918661,-0.292661,-0.594024,0.386652,1.0091,0.213061,-0.358367,0.448864,-0.0904346,0.0795996,0.952391,-0.835516
15.76,-0.924534,-0.288766,-0.580615,0.3921,1.00546,0.217542,-0.368958,0.44718,-0.0809255,0.0712245,0.949573,-0.839281
15.77,-0.930273,-0.284819,-0.567342,0.397247,1.00172,0.222005,-0.3797,0.445367,-0.0714432,0.062814,0.947042,-0.842614
15.78,-0.935881,-0.280821,-0.554211,0.402104,0.997865,0.226449,-0.390593,0.443415,-0.0619847,0.0543722,0.944805,-0.845519
15.79,-0.941357,-0.276777,-0.541227,0.406684,0.993904,0.230873,-0.40164,0.441317,-0.0525471,0.0459036,0.942867,-0.848001
15.8,-0.946705,-0.272688,-0.528391,0.410998,0.989832,0.235276,-0.412842,0.439065,-0.0431273,0.0374122,0.941233,-0.850063
15.81,-0.951925,-0.268557,-0.515709,0.415057,0.985648,0.239655,-0.424199,0.43665,-0.0337224,0.0289023,0.939908,-0.851707
15.82,-0.957019,-0.264387,-0.503182,0.418873,0.981348,0.244009,-0.435713,0.434064,-0.0243292,0.0203781,0.938894,-0.852938
15.83,-0.961989,-0.260179,-0.490812,0.422457,0.976933,0.248336,-0.447383,0.431298,-0.0149445,0.0118436,0.938195,-0.853755
15.84,-0.966835,-0.255937,-0.478601,0.425819,0.972401,0.252635,-0.459209,0.428343,-0.00556529,0.00330296,0.93781,-0.854162
15.85,-0.971561,-0.251663,-0.46655,0.42897,0.967749,0.256903,-0.471192,0.425188,0.00381168,-0.00523966,0.937742,-0.854158
15.86,-0.976166,-0.247358,-0.454659,0.431919,0.962977,0.261138,-0.483331,0.421824,0.0131896,-0.0137802,0.93799,-0.853743
15.87,-0.980654,-0.243025,-0.442929,0.434677,0.958083,0.265339,-0.495624,0.418242,0.0225715,-0.0223145,0.938553,-0.852919
15.88,-0.985025,-0.238665,-0.43136,0.437253,0.953064,0.269503,-0.508069,0.41443,0.0319606,-0.0308386,0.939429,-0.851683
15.89,-0.989281,-0.23428,-0.41995,0.439656,0.947921,0.273628,-0.520665,0.410379,0.0413601,-0.0393482,0.940615,-0.850034
15.9,-0.993424,-0.229871,-0.4087,0.441895,0.942651,0.277711,-0.533409,0.406076,0.0507729,-0.0478393,0.942109,-0.847971
15.91,-0.997455,-0.225442,-0.397608,0.443979,0.937253,0.281749,-0.546298,0.401512,0.0602022,-0.0563076,0.943906,-0.845491
15.92,-1.00138,-0.220992,-0.386673,0.445916,0.931725,0.285741,-0.559328,0.396676,0.069651,-0.0647491,0.946001,-0.842591
15.93,-1.00519,-0.216523,-0.375893,0.447713,0.926066,0.289683,-0.572495,0.391554,0.0791223,-0.0731594,0.948388,-0.839268
15.94,-1.00889,-0.212038,-0.365267,0.44938,0.920275,0.293572,-0.585794,0.386137,0.0886188,-0.0815344,0.951061,-0.835517
